source_row,document_identity,qatarenergy_document_no,vendor_document_no,project_document_no,revision,revision_raw,issue_code,review_code,revision_type,revision_rank,revision_band,is_latest_revision,revision_status,match_status,match_method,reason,document_title,discipline,originator,issued_date,workbook_latest_flag,renumbering_note,is_exception,exception_reason
16,ASMAMGPR014391SD0009,ASMA-MG-PR-01-4391-SD-0009,ASMA-TN-0035 ASMA-TN-0030,,0,0,IFI,IFI,NUMERIC,0,0,False,OLD,NOT_MATCHED,,superseded by revision '1' (band=NUMERIC),"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-01) TYPICAL FIXING DETAILS",CIVIL,ASMA,2024-09-11 00:00:00,NL,False,False,
17,ASMAMGPR024391SD0001,ASMA-MG-PR-02-4391-SD-0001,ASMA-TN-0057 ASMA-TN-0045,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-02) PLAN AND BASE PLATE DETAILS.",CIVIL,ASMA,2024-09-11 00:00:00,L,False,False,
18,ASMAMGPR024391SD0002,ASMA-MG-PR-02-4391-SD-0002,ASMA-TN-0057 ASMA-TN-0045,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-02) PLAN VIEW",CIVIL,ASMA,2024-09-11 00:00:00,L,False,False,
19,ASMAMGPR024391SD0003,ASMA-MG-PR-02-4391-SD-0003,ASMA-TN-0057 ASMA-TN-0045,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-02) ELEVATION AND FIXING DETAILS",CIVIL,ASMA,2024-09-11 00:00:00,L,False,False,
20,ASMAMGPR024391SD0004,ASMA-MG-PR-02-4391-SD-0004,ASMA-TN-0057 ASMA-TN-0045,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-02) ELEVATION AND FIXING DETAILS",CIVIL,ASMA,2024-09-11 00:00:00,L,False,False,
21,ASMAMGPR024391SD0005,ASMA-MG-PR-02-4391-SD-0005,ASMA-TN-0057 ASMA-TN-0045,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-02) TYPICAL FIXING DETAILS",CIVIL,ASMA,2024-09-11 00:00:00,L,False,False,
22,ASMAMGPR024391SD0006,ASMA-MG-PR-02-4391-SD-0006,ASMA-TN-0057 ASMA-TN-0045,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-02) TYPICAL FIXING DETAILS",CIVIL,ASMA,2024-09-11 00:00:00,L,False,False,
23,ASMAMGPR024391SD0007,ASMA-MG-PR-02-4391-SD-0007,ASMA-TN-0057 ASMA-TN-0045,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-02) TYPICAL FIXING DETAILS",CIVIL,ASMA,2024-09-11 00:00:00,L,False,False,
24,ASMAMGPR024391SD0008,ASMA-MG-PR-02-4391-SD-0008,ASMA-TN-0057 ASMA-TN-0045,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-02) TYPICAL FIXING DETAILS",CIVIL,ASMA,2024-09-11 00:00:00,L,False,False,
25,ASMAMGPR034391SD0001,ASMA-MG-PR-03-4391-SD-0001,ASMA-TN-0058 ASMA-TN-0052,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-03) PLAN AND BASE PLATE DETAILS.",CIVIL,ASMA,2024-10-07 00:00:00,L,False,False,
26,ASMAMGPR034391SD0002,ASMA-MG-PR-03-4391-SD-0002,ASMA-TN-0058 ASMA-TN-0052,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-03) PLAN VIEW",CIVIL,ASMA,2024-10-07 00:00:00,L,False,False,
27,ASMAMGPR034391SD0003,ASMA-MG-PR-03-4391-SD-0003,ASMA-TN-0058 ASMA-TN-0052,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-03) ELEVATION AND FIXING DETAILS",CIVIL,ASMA,2024-10-07 00:00:00,L,False,False,
28,ASMAMGPR034391SD0004,ASMA-MG-PR-03-4391-SD-0004,ASMA-TN-0058 ASMA-TN-0052,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-03) ELEVATION AND FIXING DETAILS",CIVIL,ASMA,2024-10-07 00:00:00,L,False,False,
29,ASMAMGPR034391SD0005,ASMA-MG-PR-03-4391-SD-0005,ASMA-TN-0058 ASMA-TN-0052,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-03) TYPICAL FIXING DETAILS",CIVIL,ASMA,2024-10-07 00:00:00,L,False,False,
30,ASMAMGPR034391SD0006,ASMA-MG-PR-03-4391-SD-0006,ASMA-TN-0058 ASMA-TN-0052,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-03) TYPICAL FIXING DETAILS",CIVIL,ASMA,2024-10-07 00:00:00,L,False,False,
31,ASMAMGPR034391SD0007,ASMA-MG-PR-03-4391-SD-0007,ASMA-TN-0058 ASMA-TN-0052,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-03) TYPICAL FIXING DETAILS",CIVIL,ASMA,2024-10-07 00:00:00,L,False,False,
32,ASMAMGPR034391SD0008,ASMA-MG-PR-03-4391-SD-0008,ASMA-TN-0058 ASMA-TN-0052,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,"MESAIEED,MTY EPIC FOR NEW EFFLUENT WATER TREATMENT PLANT FOR NGL AT MESAIEED STEEL PIPE RACK (PR-03) TYPICAL FIXING DETAILS",CIVIL,ASMA,2024-10-07 00:00:00,L,False,False,
33,4391MTY0400001001,4391-MTY-0-40-0001-001,EMAIL FROM SRIDHAR,,0,0,IFC,DEL,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,PROJECT DOSSIER - MAIN INDEX,GEN,MG,2025-02-06 00:00:00,L,False,False,
34,4391MTY1800001001,4391-MTY-1-80-0001-001,TN-0246,,1,1,IFA,-,NUMERIC,1,0,False,OLD,NOT_MATCHED,,superseded by revision 'A' (band=ALPHABETIC),PLUMBING NOTES AND LEGEND,CIVIL-DWG,TEN,-,-,False,False,
35,4391MTY1840001001,4391-MTY-1-84-0001-001,TN-0998,,0,0,IFC,-,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,DRAWINGS FOR IRRIGATION TRANSFER PUMP,CIVIL-DWG,TEN,-,,False,True,2 rows share the highest revision '0'; latest is ambiguous
36,MEWTP6130006,MEWTP-6-13-0006,TN-1403,,B,B,AFC,TEN,ALPHABETIC,1,1,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,PROCESS DATASHEET FOR NEW EFFLUENT WATER TREATMENT PLANT PACKAGE,PROCESS,TEN,2024-03-25 00:00:00,-,False,True,2 rows share the highest revision 'B'; latest is ambiguous
37,4391EIR0097,4391-EIR-0097,TL-0219,,0,0,IFC,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,INSTRUMENT RETRIEVAL REQUEST-0001,EIR,TEB,2024-12-19 00:00:00,L,False,False,
38,4391EIR0098,4391-EIR-0098,TL-0255,,0,0,IFC,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,INSTRUMENT RETRIEVAL REQUEST-0002,EIR,TEB,2025-01-13 00:00:00,L,False,False,
39,SOPNEWTPNGLTEMPLATE,SOP NEWTP NGL (Template),4391-REV1-TN-0093,,0,0,IFC,MG,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,SOP NEWTP NGL (Template),GEN-COMM,REV1,2025-08-18 00:00:00,,False,False,
43,REFDOCPSSRCLOSEOUTREPORT,REF_DOC-PSSRCLOSEOUTREPORT,EMAIL FROM IRFAN,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,PSSR CLOSE OUT REPORT,COMM,QE,2025-06-15 00:00:00,L,False,False,
44,4391TBE0073,4391-TBE-0073,VTL-0002,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR VALVES FROM YDF MANUFACTURE,MECH,TEB,2024-11-26 00:00:00,L,False,False,
45,4391TBE0075,4391-TBE-0075,TL-VTL-0003,,0,0,IFI,CODE-2,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR BUTTERFLY VALVE CONC LUG TYPE FROM PETROCON ECC WLL *Data Sheet *Techno-commercial offer QTN247434,MECH,TEB,2024-12-26 00:00:00,L,False,False,
46,4391TBE0074,4391-TBE-0074,TN-VTL-0004,,0,0,IFI,IFI,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR GASKETS FOR SEA WATER INGRESS *08516-2-QG-2024 *AFM_37 *G-ST-P-S QGER CATALOGUE NEW *KWO GERMANY GASKET ePTFE,MECH,TEB,2025-01-04 00:00:00,L,False,False,
47,4391TBE0076,4391-TBE-0076,TL-VTL-0005,,0,0,IFI,CODE-2,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR CS PIPES & FITTINGS - SEA WATER INGRESS SFG,MECH,TEB,2025-01-06 00:00:00,L,False,False,
48,4391TBE0077,4391-TBE-0077,TL-VTL-0006,,0,0,IFI,CODE-2,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR VALVES FOR SEA WATER INGRESS - TROUVAY & CAUVIN,MECH,TEB,2025-01-06 00:00:00,L,False,False,
49,4391TBE0081,4391-TBE-0081,TN-VTL-0007,,0,0,IFI,CODE-2,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR FRP PIPING FROM FPI,MECH,TEB,2025-01-15 00:00:00,L,False,False,
50,4391TBE0082,4391-TBE-0082,TN-VTL-0007,,0,0,IFI,CODE-2,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR CS PIPES & FITTINGS - SEA WATER INGRESS FROM SFG,MECH,TEB,2025-01-15 00:00:00,L,False,False,
51,4391TBE0080,4391-TBE-0080,TL-VTL-0009,,0,0,IFI,CODE-3,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR GRUNDFOS PUMPS FROM MANNAI TRADING CO,MECH,TEB,2025-01-20 00:00:00,L,False,False,
52,4391TBE0079,4391-TBE-0079,TL-VTL-0009,,0,0,IFI,CODE-3,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR PUMPS FROM SHAKTI,MECH,TEB,2025-01-20 00:00:00,L,False,False,
53,4391TBE0078,4391-TBE-0078,TL-VTL-0009,,0,0,IFI,CODE-3,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR PUMPS FROM KSB,MECH,TEB,2025-01-20 00:00:00,L,False,False,
54,4391TBE0083,4391-TBE-0083,TN-VTL-0011,,0,0,IFI,CODE-2,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR VALVES FOR SEA WATER INGRESS - TROUVAY & CAUVIN,MECH,TEB,2025-01-23 00:00:00,L,False,False,
55,4391TBE0084,4391-TBE-0084,VTL-0012,,0,0,IFI,CODE-2,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR MANUAL VALVES – PETROCON,MECH,TEB,2025-01-29 00:00:00,L,False,False,
56,4391TBE0085,4391-TBE-0085,VTL-0013,,0,0,IFI,CODE-3,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR VALVES FOR SEA WATER INGRESS - TROUVAY & CAUVIN,MECH,TEB,2025-02-01 00:00:00,L,False,False,
57,4391TBE0086,4391-TBE-0086,VTL-0014,,0,0,IFI,CODE-2,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR GRP WATER TANK - AL MUFTAH,MECH,TEB,2025-02-08 00:00:00,L,False,False,
58,4391TBE0089,4391-TBE-0089,VTL-0015,,0,0,IFI,CODE-2,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR HOSE COUPLING,MECH,TEB,2025-02-15 00:00:00,L,False,False,
59,4391TBE0090,4391-TBE-0090,VTL-0016,,0,0,IFI,CODE-2,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR VALVE – PETROCON,MECH,TEB,2025-02-15 00:00:00,L,False,False,
60,4391WPR0031,4391-WPR-0031,TL-0329,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0031 WPR (28-FEB-25 TO 06-MAR-25),WPR,TEB,2025-03-11 00:00:00,,False,True,2 rows share the highest revision '0'; latest is ambiguous
61,4391WPR0032,4391-WPR-0032,TL-0329,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,Weekly Progress Report-0032 WPR (07-Mar-25 to 13-Mar-25),WPR,TEB,2025-03-17 00:00:00,,False,True,2 rows share the highest revision '0'; latest is ambiguous
62,4391WPR0033,4391-WPR-0033,TL-0347,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0033 WPR (14-MAR-25 TO 20-MAR-25),WPR,TEB,2025-03-17 00:00:00,,False,True,2 rows share the highest revision '0'; latest is ambiguous
63,4391WPR0034,4391-WPR-0034,TL-0357,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0034 WPR (21-MAR-25 TO 27-MAR-25),WPR,TEB,2025-04-02 00:00:00,,False,True,2 rows share the highest revision '0'; latest is ambiguous
64,4391WPR0035,4391-WPR-0035,TL-0361,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0035 WPR (28-MAR-25 TO 03-APR-25),WPR,TEB,2025-04-07 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
65,4391WPR0036,4391-WPR-0036,TL-0370,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0035 WPR (04-APR-25 TO 10-APR-25),WPR,TEB,2025-04-13 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
66,4391WPR0037,4391-WPR-0037,TL-0379,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0037 WPR (11-APR-25 TO 17-APR-25),WPR,TEB,2025-04-21 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
67,4391WPR0038,4391-WPR-0038,TL-0392,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0038 WPR (18-APR-25 TO 24-APR-25),WPR,TEB,2025-04-27 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
68,4391WPR0039,4391-WPR-0039,TL-0399,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,Weekly Progress Report-0039-WPR (25-Apr-25 to 01-May-25),WPR,TEB,2025-05-04 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
69,4391WPR0040,4391-WPR-0040,TL-0406,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,Weekly Progress Report-0040 WPR (01-May-25 to 08-May-25),WPR,TEB,2025-05-12 00:00:00,,False,True,3 rows share the highest revision '0'; latest is ambiguous
70,4391WPR0041,4391-WPR-0041,TL-0410,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,Weekly Progress Report-0041 WPR (09-May-25 to 15-May-25),WPR,TEB,2025-05-18 00:00:00,,False,True,4 rows share the highest revision '0'; latest is ambiguous
71,4391WPR0041,4391-WPR-0041,TL-0411,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0042 WPR (16-MAY-25 TO 22-MAY-25),WPR,TEB,2025-05-25 00:00:00,-,False,True,4 rows share the highest revision '0'; latest is ambiguous
72,4391WPR0042,4391-WPR-0042,TL-0410,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0042 WPR (16-MAY-25 TO 22-MAY-25),WPR,TEB,2025-05-25 00:00:00,,False,True,3 rows share the highest revision '0'; latest is ambiguous
73,4391WPR0043,4391-WPR-0043,TL-0416,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0043 WPR (23-MAY-25 TO 29-MAY-25),WPR,TEB,2025-06-01 00:00:00,,False,True,3 rows share the highest revision '0'; latest is ambiguous
74,4391WPR0044,4391-WPR-0044,TL-0419,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0044 WPR (30-MAY-25 TO 05-JUNE-25),WPR,TEB,2025-06-10 00:00:00,,False,True,3 rows share the highest revision '0'; latest is ambiguous
75,4391WPR0047,4391-WPR-0047,TL-0425,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0047 WPR (20-JUN-25 TO 26-JUN-25),WPR,TEB,2025-06-29 00:00:00,,False,True,3 rows share the highest revision '0'; latest is ambiguous
76,4391WPR0048,4391-WPR-0048,TL-0428,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0047 WPR (27-JUN-25 TO 03-JUL-25),WPR,TEB,2025-07-07 00:00:00,,False,True,2 rows share the highest revision '0'; latest is ambiguous
77,4391TBE0099,4391-TBE-0099,VTL-0028,,0,0,IFI,CODE-1,NUMERIC,0,0,True,LATEST,NOT_MATCHED,,highest revision in group (1 row(s)); band=NUMERIC rank=0,TBE FOR NON-API HORIZONTAL PUMPS (POTABLE AND TRANSFER PUMPS) - KSB PUMPS,MECH,TEB,2025-04-09 00:00:00,L,False,False,
