source_row,document_identity,qatarenergy_document_no,vendor_document_no,project_document_no,revision,revision_raw,issue_code,review_code,revision_type,revision_rank,revision_band,is_latest_revision,revision_status,match_status,match_method,reason,document_title,discipline,originator,issued_date,workbook_latest_flag,renumbering_note,is_exception,exception_reason
68,4391WPR0039,4391-WPR-0039,TL-0399,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,Weekly Progress Report-0039-WPR (25-Apr-25 to 01-May-25),WPR,TEB,2025-05-04 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
69,4391WPR0040,4391-WPR-0040,TL-0406,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,Weekly Progress Report-0040 WPR (01-May-25 to 08-May-25),WPR,TEB,2025-05-12 00:00:00,,False,True,3 rows share the highest revision '0'; latest is ambiguous
70,4391WPR0041,4391-WPR-0041,TL-0410,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,Weekly Progress Report-0041 WPR (09-May-25 to 15-May-25),WPR,TEB,2025-05-18 00:00:00,,False,True,4 rows share the highest revision '0'; latest is ambiguous
71,4391WPR0041,4391-WPR-0041,TL-0411,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0042 WPR (16-MAY-25 TO 22-MAY-25),WPR,TEB,2025-05-25 00:00:00,-,False,True,4 rows share the highest revision '0'; latest is ambiguous
72,4391WPR0042,4391-WPR-0042,TL-0410,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0042 WPR (16-MAY-25 TO 22-MAY-25),WPR,TEB,2025-05-25 00:00:00,,False,True,3 rows share the highest revision '0'; latest is ambiguous
73,4391WPR0043,4391-WPR-0043,TL-0416,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0043 WPR (23-MAY-25 TO 29-MAY-25),WPR,TEB,2025-06-01 00:00:00,,False,True,3 rows share the highest revision '0'; latest is ambiguous
74,4391WPR0044,4391-WPR-0044,TL-0419,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0044 WPR (30-MAY-25 TO 05-JUNE-25),WPR,TEB,2025-06-10 00:00:00,,False,True,3 rows share the highest revision '0'; latest is ambiguous
75,4391WPR0047,4391-WPR-0047,TL-0425,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0047 WPR (20-JUN-25 TO 26-JUN-25),WPR,TEB,2025-06-29 00:00:00,,False,True,3 rows share the highest revision '0'; latest is ambiguous
76,4391WPR0048,4391-WPR-0048,TL-0428,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0047 WPR (27-JUN-25 TO 03-JUL-25),WPR,TEB,2025-07-07 00:00:00,,False,True,2 rows share the highest revision '0'; latest is ambiguous
86,4391EIR0045,4391-EIR-0045,-,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,DATA RETRIEVAL FROM ON GOING PROJECT IN NGL,EIR,MG,2023-02-28 00:00:00,NL,False,True,2 rows share the highest revision '0'; latest is ambiguous
87,4391EIR0045,4391-EIR-0045,-,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,DATA RETRIEVAL FROM ON GOING PROJECT IN NGL,EIR,MG,2023-02-28 00:00:00,L,False,True,2 rows share the highest revision '0'; latest is ambiguous
101,4391WPR0005,4391-WPR-0005,EMAIL,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO. 005 (UNIDRO),WPR,UNIDRO,2023-09-17 00:00:00,NL,False,True,3 rows share the highest revision '0'; latest is ambiguous
172,4391EIR0094,4391-EIR-0094,TL-0011,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,PROCESS RETRIEVAL REQUEST-0002,EIR,TEB,2025-12-08 00:00:00,L,False,True,2 rows share the highest revision '0'; latest is ambiguous
179,4391MPR0001,4391-MPR-0001,TN-0234,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,MONTHLY PROGRESS REPORT,MPR-TEN,TEN,2023-01-16 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
180,4391MPR0002,4391-MPR-0002,TN-0297,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,MONTHLY PROGRESS REPORT -002 January -2023,MPR-TEN,TEN,2023-02-12 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
181,4391MPR0004,4391-MPR-0004,TN-0459,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,MONTHLY PROGRESS REPORT -004 March -2023,MPR-TEN,TEN,2023-04-26 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
182,4391MPR0006,4391-MPR-0006,TN-0617,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,MONTHLY PROGRESS REPORT - 006 May-2023,MPR-TEN,TEN,2023-06-19 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
183,4391WPR0039,4391-WPR-0039,TN-0676,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.039,WPR-TEN,TEN,2023-07-24 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
184,4391WPR0035,4391-WPR-0035,TN-0675,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.035,WPR-TEN,TEN,2023-07-23 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
185,4391WPR0036,4391-WPR-0036,TN-0675,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.036,WPR-TEN,TEN,2023-07-23 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
186,4391WPR0037,4391-WPR-0037,TN-0675,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.037,WPR-TEN,TEN,2023-07-23 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
187,4391WPR0038,4391-WPR-0038,TN-0675,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.038,WPR-TEN,TEN,2023-07-23 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
188,4391WPR0046,4391-WPR-0046,TN-0675,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.046,WPR-TEN,TEN,2023-07-23 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
189,4391WPR0047,4391-WPR-0047,TN-0675,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.047,WPR-TEN,TEN,2023-07-23 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
190,4391WPR0043,4391-WPR-0043,TN-0668,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.043,WPR-TEN,TEN,2023-07-17 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
191,4391WPR0040,4391-WPR-0040,TN-0666,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.040,WPR-TEN,TEN,2023-07-15 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
192,4391WPR0041,4391-WPR-0041,TN-0666,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.041,WPR-TEN,TEN,2023-07-15 00:00:00,-,False,True,4 rows share the highest revision '0'; latest is ambiguous
193,4391WPR0042,4391-WPR-0042,TN-0666,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.042,WPR-TEN,TEN,2023-07-15 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
194,4391WPR0044,4391-WPR-0044,TN-0666,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.044,WPR-TEN,TEN,2023-07-15 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
195,4391WPR0045,4391-WPR-0045,TN-0666,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.045,WPR-TEN,TEN,2023-07-15 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
196,4391MPR0007,4391-MPR-0007,TN-0665,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,MONTHLY PROGRESS REPORT-007 June-2023,WPR-TEN,TEN,2023-07-16 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
197,4391MPR0008,4391-MPR-0008,TN-0703,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,MONTHLY PROGRESS REPORT-008 July-2023,MPR-TEN,TEN,2023-08-08 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
198,4391WPR0029,4391-WPR-0029,TN-0378,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.029,WPR-TEN,TEN,2023-03-21 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
199,4391WPR0028,4391-WPR-0028,TN-0370,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.028,WPR-TEN,TEN,2023-03-15 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
200,4391WPR0024,4391-WPR-0024,TN-0353,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.024,WPR-TEN,TEN,2023-03-07 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
201,4391WPR0025,4391-WPR-0025,TN-0353,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.025,WPR-TEN,TEN,2023-03-07 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
202,4391WPR0026,4391-WPR-0026,TN-0353,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.026,WPR-TEN,TEN,2023-03-07 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
203,4391WPR0027,4391-WPR-0027,TN-0353,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.027,WPR-TEN,TEN,2023-03-07 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
204,4391WPR0023,4391-WPR-0023,TN-0283,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.023 WEEK ENDING 01-FEB-2023,WPR-TEN,TEN,2023-02-05 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
205,4391WPR0022,4391-WPR-0022,TN-0268,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.022 Week Ending: 25-Jan-2023,WPR-TEN,TEN,2023-01-31 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
206,4391WPR0020,4391-WPR-0020,TN-0235,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.020,WPR-TEN,TEN,2023-01-16 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
207,4391WPR0018,4391-WPR-0018,TN-0225,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.018,WPR-TEN,TEN,2023-01-08 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
208,4391WPR0019,4391-WPR-0019,TN-0225,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.019,WPR-TEN,TEN,2023-01-08 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
209,4391WPR0016,4391-WPR-0016,TN-0199,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO. 016,WPR-TEN,TEN,2022-12-25 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
210,4391WPR0017,4391-WPR-0017,TN-0199,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO. 017,WPR-TEN,TEN,2022-12-25 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
211,4391WPR0012,4391-WPR-0012,TN-0183,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO. 012,WPR-TEN,TEN,2022-12-14 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
212,4391WPR0013,4391-WPR-0013,TN-0183,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO. 013,WPR-TEN,TEN,2022-12-14 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
213,4391WPR0014,4391-WPR-0014,TN-0183,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO. 014,WPR-TEN,TEN,2022-12-14 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
214,4391WPR0015,4391-WPR-0015,TN-0183,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO. 015,WPR-TEN,TEN,2022-12-14 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
215,4391WPR0021,4391-WPR-0021,TN-0254,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT NO.021,WPR-TEN,TEN,2023-01-22 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
216,4391WPR0001,4391-WPR-0001,TL-0007 TL-0005,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0001 WPR (01-AUG-24 TO 08-AUG-24),WPR,TEB,2024-08-18 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
217,4391WPR0002,4391-WPR-0002,TL-0007 TL-0005,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0002 WPR (09-AUG-24 TO 15-AUG-24),WPR,TEB,2024-08-18 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
218,4391WPR0003,4391-WPR-0003,TL-0020,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0003,WPR,TEB,2024-08-26 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
219,4391WPR0004,4391-WPR-0004,TL-0031,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0004,WPR,TEB,2024-09-03 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
220,4391WPR0005,4391-WPR-0005,TL-0035,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0005-WPR (30-AUG-24 TO 05-SEPT-24),WPR-TEB,TEB,2024-09-09 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
221,4391WPR0006,4391-WPR-0006,TL-0044,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0006 WPR (06-SEPT-24 TO 12-SEPT-24),WPR-TEB,TEB,2024-09-16 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
222,4391WPR0007,4391-WPR-0007,TL-0058,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0007 WPR (13-SEPT-24 TO 19-SEPT-24),WPR,TEB,2024-09-22 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
223,4391WPR0008,4391-WPR-0008,TL-0073,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,Weekly Progress Report-0007 WPR (20-Sept-24 to 26-Sept-24),WPR-TEB,TEB,2024-09-29 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
224,4391WPR0009,4391-WPR-0009,TL-0085,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0009 WPR (27-SEPT-24 TO 03-OCT-24),WPR-TEB,TEB,2024-10-07 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
225,4391WPR0010,4391-WPR-0010,TL-0091,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0010 WPR (04-OCT-24 TO 10-OCT-24),WPR,TEB,2024-10-13 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
226,4391WPR0011,4391-WPR-0011,TL-0100,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,Weekly Progress Report-0011 WPR (11-Oct-24 to 17-Oct-24),WPR,TEB,2024-10-13 00:00:00,-,False,True,2 rows share the highest revision '0'; latest is ambiguous
227,4391WPR0016,4391-WPR-0016,TL-0152,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0016 WPR (14-NOV-24 TO 21-NOV-24),WPR,TEB,2024-11-25 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
228,4391WPR0017,4391-WPR-0017,TL-0156,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0017 WPR (22-NOV-24 TO 28-NOV-24),WPR,TEB,2024-12-02 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
229,4391WPR0018,4391-WPR-0018,TL-0190,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0017 WPR (22-NOV-24 TO 28-NOV-24),WPR,TEB,2024-12-11 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
230,4391WPR0019,4391-WPR-0019,TL-0213,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0019 WPR (06-DEC-24 TO 12-DEC-24),WPR,TEB,2024-12-16 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
231,4391WPR0020,4391-WPR-0020,TL-0227,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0020 WPR (12-DEC-24 TO 19-DEC-24),WPR,TEB,2024-12-23 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
232,4391WPR0021,4391-WPR-0021,TL-0237,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0021 WPR (20-DEC-24 TO 26-DEC-24),WPR,TEB,2024-12-30 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
233,4391WPR0022,4391-WPR-0022,TL-0247,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0022 WPR (27-DEC-24 TO 02-JAN-25),WPR,TEB,2025-01-06 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
234,4391WPR0023,4391-WPR-0023,TL-0264,,0,0,IFI,IFI,NUMERIC,0,0,False,EXCEPTION,NOT_MATCHED,,AMBIGUOUS_TOP_REVISION,WEEKLY PROGRESS REPORT-0022 WPR (02-DEC-24 TO 09-JAN-25),WPR,TEB,2025-01-12 00:00:00,-,False,True,3 rows share the highest revision '0'; latest is ambiguous
